id,original_title,cast,director,tagline,keywords,overview,genres,production_companies
25704,Post Grad,Alexis Bledel|Zach Gilford|Rodrigo Santoro|Jane Lynch|Carol Burnett,Vicky Jenson,A Pre-Life Crisis.,career|family|unemployment|woman director|graduation speech,"Ryden Malby has a master plan. Graduate college, get a great job, hang out with her best friend and find the perfect guy. But her plan spins hilariously out of control when sheâ€™s forced to move back home with her eccentric family.",Comedy,Dune Entertainment|Cold Spring Pictures|The Montecito Picture Company|Fox Atomic
21469,Across the Hall,Mike Vogel|Brittany Murphy|Danny Pino|Brad Greenquist|Arie Verveen,Alex Merkin,Your worst fears are waiting...,hotel|neo-noir,"Convinced that his fiancee is cheating on him, a man follows her to a hotel and calls his best friend to help him avoid a calamity.",Thriller|Mystery|Romance,Godfather Entertainment
24001,The Hills Run Red,Sophie Monk|William Sadler|Tad Hilgenbrink|Janet Montgomery|Mike Straub,Dave Parker,Trespassers will be slaughtered...,movie in movie|slasher,"A group of young horror fans go searching for a film that mysteriously vanished years ago but instead find that the demented killer from the movie is real, and he's thrilled to meet fans who will die gruesomely for his art.",Horror,Dark Castle Entertainment|Fever Dreams|Warner Premiere|Ludovico Technique
18898,Looking for Eric,Eric Cantona|Steve Evets|Stephanie Bishop|John Henshaw|Gerard Kearns,Ken Loach,"To win back the love of his life, Eric's going to need a little training.",ex-lover|independent film|social satire|soccer,A man trying to put his life back on track gets some advice from an unexpected benefactor (the ex football player Eric Cantona) in this comedy-drama from acclaimed British director Ken Loach.,Comedy|Drama,Diaphana Films
25405,Taking Chance,Kevin Bacon|Tom Aldredge|Nicholas Art|Blanche Baker|Guy Boyd,Ross Katz,"When one falls, another brings him home.",war crimes|warlord|war victim|military,"Lt. Col. Michael Strobl, a volunteer military escort accompanies the body of Lance Cpl. Chance Phelps to his hometown in Wyoming.",Drama|History|War,Motion Picture Corporation of America
14410,Notorious,Jamal Woolard|Derek Luke|Naturi Naughton|Antonique Smith|Angela Bassett,"George Tillman, Jr.",The story of the man behind the legend.,musical|rap music|boom box|rapping|crack addict,"NOTORIOUS is the story of Christopher Wallace. Through raw talent and sheer determination, Wallace transforms himself from Brooklyn street hustler (once selling crack to pregnant women) to one of the greatest rappers of all time; THE NOTORIOUS B.I.G. Follow his meteoric rise to fame and his refusal to succumb to expectations - redefining our notion of ""The American Dream.""",Drama|Music,Fox Searchlight Pictures
46420,The Loved Ones,Xavier Samuel|Jessica McNamee|Robin McLeavy|Victoria Thaine|John Brumpton,Sean Byrne,Don't break her heart,killing|high school|female killer|revenge|prom,"Lola Stone asked Brent Mitchell to the prom, but Brent said no, and now he's screwed. What happens when Lola doesn't get what she wants? She enlists Daddy's help to throw a prom of her own, where she is queen and Brent is king -- whether he likes it or not. THE LOVED ONES is what happens when puppy love goes horribly, violently wrong. Brent should have said yes...",Horror,Omnilab Media|Ambience Entertainment|Screen Australia|Film Victoria
26171,Everybody's Fine,Robert De Niro|Drew Barrymore|Kate Beckinsale|Sam Rockwell|Melissa Leo,Kirk Jones,Frank's travelling light but carrying excess baggage.,family relationships|doctor|retired|visit|widower,"Eight months after the death of his wife, Frank Goode looks forward to a reunion with his four adult children. When all of them cancel their visits at the last minute, Frank, against the advice of his doctor, sets out on a road trip to reconnect with his offspring. As he visits each one in turn, Frank finds that his children's lives are not quite as picture-perfect as they've made them out to be.",Drama,Miramax Films|Hollywood Gang Productions|Radar Pictures
34592,ZMD: Zombies of Mass Destruction,Janette Armand|Doug Fahl|Cooper Hopkins|Bill Johns|Russell Hodgkinson,Kevin Hamedani,They're just like you ... only dead,racist|religion,"An idyllic island town is under attack by that most invasive of pests: zombies! Port Gamble is being overrun with braineaters, and the people seem powerless to stave them off. But wait, a rag tag band of rebels is trying to turn the tide and push the invading hordes of undead back.",Horror,Splendid Film
25196,Crazy Heart,Jeff Bridges|Maggie Gyllenhaal|Colin Farrell|Robert Duvall|Paul Herman,Scott Cooper,"The harder the life, the sweeter the song.",taxi|country music|journalist|guitar|bar,"When reporter Jean Craddock interviews Bad Blake -- an alcoholic, seen-better-days country music legend -- they connect, and the hard-living crooner sees a possible saving grace in a life with Jean and her young son. But can he leave behind an existence playing in the shadow of Tommy, the upstart kid he once mentored?",Drama|Music|Romance,Fox Searchlight Pictures|Butcher's Run Films|Informant Media
38850,Stolen Lives,Jon Hamm|Josh Lucas|Rhona Mitra|James Van Der Beek|Jessica Chastain,Anders Anderson,Secrets from the past don't stay buried.,loss of child|grieving widower,"A detective becomes obsessed with solving a child's 50-year-old murder, uncovering striking similarities between the case and his son's disappearance.",Crime|Drama|Mystery|Thriller,Capitol Films|Boy in the Box|2 Bridges Productions|A2 Entertainment Group
28019,"Give 'em Hell, Malone",Thomas Jane|Ving Rhames|Elsa Pataky|Doug Hutchison|Leland Orser,Russell Mulcahy,Hard to love... Harder to kill.,shootout|hoodlum,A tough as nails private investigator (Malone) squares off with gangsters and their thugs to protect a valuable secret. Malone goes through hell to protect the information but he dishes some hell as well...,Action|Crime|Mystery|Thriller,North by Northwest Entertainment|Martini Films|Hannibal Pictures
34188,The Jerk Theory,Josh Henderson|Tom Arnold|Jenna Dewan|Lauren Storm|Kellie Cockrell,Scott S. Anderson,Treating girls wrong never felt so right... Until he met her.,high school|singer|dating|american football player,"An aspiring recording artist, Adam, is burned by a bad relationship experience and decides that if women won't respond to the ""nice guy"" then he'll be ""the jerk."" This is wildly successful with meaningless relationships, but when Adam meets and falls for Molly, who doesn""t fall for his jerk routine, Adam is forced to reconsider his dating philosophy.",Comedy,PolarStar Entertainment|Polarstar Pictures
41009,Perrierâ€™s Bounty,Cillian Murphy|Brendan Gleeson|Jim Broadbent|Padraic Delaney|Natalie Britton,Ian Fitzgibbon,Blood is thicker than water. Nothing is thicker than thieves.,suspense,A gangster named Perrier looks to exact his revenge on a trio of fugitives responsible for the accidental death of one of his cronies.,Action|Comedy|Crime|Drama,Premiere Picture|Irish Film Board|Parallel Film Productions
51249,Alabama Moon,John Goodman|Jimmy Bennett|Clint Howard|Gabriel Basso|Uriah Shelton,Tim McCanlies,An adventure for the boy in all of us.,wilderness|boy|best friend,"After the unexpected death of his survivalist father, an eleven year old boy raised in the Alabama wilderness must learn how to make a home in the modern world.",Action|Adventure|Drama|Family,Alabama Moon Entertainment|Faulkner-McLean Entertainment
29919,The Six Wives of Henry Lefay,Elisha Cuthbert|Tim Allen|Jenna Elfman|Andie MacDowell|Lindsay Sloane,Howard Michael Gould,Can't live with them - can't live without them.,mexico|sailing|funeral|wife|daughter,A presumed-dead man's current wife and former wives squabble over his funeral arrangements.,Comedy,Brillstein-Grey Entertainment
39545,TiMER,Emma Caulfield|Michelle Borth|John Patrick Amedori|Desmond Harrington|JoBeth Williams,Jac Schaeffer,You can't hurry love.,arranged marriage|failure|near future|woman director,"When implanted in a person's wrist, a TiMER counts down to the day the wearer finds true love. But Oona O'Leary faces the rare dilemma of a blank TiMER. Her soul mate - whoever and wherever he is - has yet to have a TiMER implanted. Staring down the barrel of thirty and tired of waiting for her would-be life partner to get off the dime, Oona breaks her own rules and falls for Mikey, a charming and inappropriately young supermarket clerk with a countdown of four months.",Fantasy|Drama|Comedy|Science Fiction|Romance,Present Pictures
22681,Homecoming,Mischa Barton|Jessica Stroup|Matt Long|Michael Landes|Allen Williamson,Morgan J. Freeman,A girl never forgets her first love...,american football|jealousy|secret|small town|obsession,A jealous woman (Mischa Barton) plots revenge after her former beau (Matt Long) returns to their hometown with a pretty new girlfriend (Jessica Stroup).,Horror|Thriller,Animus Films|Paper Street Films
29134,Amreeka,Nisreen Faour|Melkar Muallem|Hiam Abbass|Alia Shawkat|Jenna Kawar,Cherien Dabis,Life's best adventures are journeys of the heart.,illinois|independent film|white castle|woman director,"Eager to provide a better future for her son, Fadi (Melkar Muallem), divorcÃ©e Muna Farah (Nisreen Faour) leaves her Palestinian homeland and takes up residence in rural Illinois -- just in time to encounter the domestic repercussions of America's disastrous war in Iraq. Now, the duo must reinvent their lives with some help from Muna's sister, Raghda (Hiam Abbass), and brother-in-law, Nabeel (Yussuf Abu-Warda). Cherien Dabis writes and directs.",Drama,First Generation Films|Alcina Pictures|Imagenation Abu Dhabi FZ|Buffalo Gal Pictures|Levantine Entertainment
18759,The Cell 2,Tessie Santiago|Chris Bruno|Frank Whaley|Bart Johnson|Michael Flynn,Tim Iacofano,In the mind of a mad man,amnesia|suspense|serial killer|psychic|investigator,The Cusp is a serial killer who kills his victims and then brings them back to life; over and over again; until they beg to die! Maya is a psychic investigator who gained her powers after a 1 year coma after she was the Cusp's first victim! Now the Cusp Killer is back and Maya has little time to do what she has never done before: go into the mind of a killer unprotected and save his latest victim.,Horror|Science Fiction|Thriller,New Line Cinema|Silverstein / Barder Company
18480,BrÃ¼no,Sacha Baron Cohen|Richard Bey|Ron Paul|Gustaf Hammarsten|Clifford BaÃ±agale,Larry Charles,Borat was so 2006,gay|fame|mockumentary|hollywood|lgbt,Flamboyantly gay Austrian television reporter Bruno stirs up trouble with unsuspecting guests and large crowds through brutally frank interviews and painfully hilarious public displays of homosexuality.,Comedy,Universal Pictures
26736,Wizards of Waverly Place: The Movie,Selena Gomez|Jake T. Austin|David Henrie|Maria Canals-Barrera|David DeLuise,Lev L. Spiro,Family vacations can be tricky.,island|magic|adventure|foreign language|based on tv series,Powerful magic cast by Alex spells trouble for the Russo's. The kids must go on an adventure to save their family and their existence.,Adventure|Comedy|Drama|Family|Fantasy,Disney Channel
15060,Futurama: Into the Wild Green Yonder,Billy West|Katey Sagal|John DiMaggio|Lauren Tom|Phil LaMarr,Peter Avanzino,All the other galaxies will be green with envy!,megaphone|feminism|future|wormhole|alien life-form,"Leela becomes an outlaw when she and a group of ecologically-minded feminists attempt to save an asteroid of primitive life forms and the Violet Dwarf star from being destroyed, while Fry joins a secret society and attempts to stop a mysterious species known as the ""Dark Ones"" from destroying all life in the universe.",Animation|Comedy,20th Century Fox Television
44571,The King of Fighters,Sean Faris|Maggie Q|Ray Park|Will Yun Lee|David Leitch,Gordon Chan,A tournament of legends.,nurse|prophecy|cia|undercover|mass murder,"The King of Fighters movie will introduce a new science fiction spin into the setting established in the games universe by following the surviving members of three legendary fighting clans who are continually whisked away to other dimensions by an evil power. As the fighters enter each new world they battle that universes native defenders, while the force that brought them seeks to find a way to invade and infect our world.",Action|Thriller|Science Fiction,Micott & Basara K.K.|Inferno International|Convergence Entertainment|KOF Film Productions|Scion Films
38087,Mystery Team,Donald Glover|Aubrey Plaza|Dominic Dierkes|D.C. Pierson|Matt Walsh,Dan Eckman,No case too hard. No case too tough.,detective|cocaine|male friendship|strip club|costume,A group of former Encyclopedia Brown-style child-detectives struggle to solve an adult mystery.,Comedy|Thriller|Mystery,Derrick Comedy Productions|Offhollywood Digital
26223,The Canyon,Will Patton|Eion Bailey|Yvonne Strahovski|Wendy Worthington|Christopher Sweeney,Richard Harrah,Surviving is just the beginning,suspense|independent film,A survival story about a honeymooning couple who get lost in the wide expanse of the Grand Canyon.,Thriller,Pierce-Williams Entertainment|Zero Gravity Management
24438,Did You Hear About The Morgans?,Hugh Grant|Sarah Jessica Parker|Mary Steenburgen|Sam Elliott|Natalia Klimas,Marc Lawrence,We're not in Manhattan anymore.,witness protection|comedy|duringcreditsstinger,"In New York City, an estranged couple who witness a murder are relocated to small-town Wyoming as part of a witness-protection program.",Comedy,Columbia Pictures|Castle Rock Entertainment|Relativity Media|Banter
1977,The Grudge 3,Johanna Braddy|Gil McKinney|Emi Ikehata|Jadie-Rose Hobson|Beau Mirchoff,Toby Wilkins,You can't escape the curse.,brother sister relationship|broken neck|curse|stabbing|gothic,"Jake, the sole survivor of The Grudge 2 massacre, is tortured by chilling visions of Kayako and Toshio that have led to his hospitalization. Jake's caretaker, Dr. Sullivan is determined to investigate his horrifying tales. She explores his Chicago home, finding another family on the brink of succumbing to the curse. It becomes clear that Jake's terrifying stories are true, and a mysterious Japanese woman may be the only hope of banishing the spirits forever...unless her plan destroys them all.",Horror|Thriller,Ghost House Pictures|Ozla Pictures|Stage 6 Films
22175,The Shortcut,Drew Seeley|Shannon Woodward|Dave Franco|Katrina Bowden|Raymond J. Barry,Nicholaus Goossen,Some urban legends are real,suspense,"When Derek (AnDrew Seeley) moves to a new town and discovers a shortcut through the woods to his high school, he learns about a crazy old man who lives near its path: Legend has it that he abducted a group of teenagers years ago. Ignoring the warning, Derek and his friends set out to uncover the dark secret that's buried deep in the woods. But will they survive to tell it?",Horror|Thriller,Happy Madison Productions|Minds Eye Entertainment
